,"freqs, THz","a2f (lambda), THz","a2f (gamma), THz",lambdas (lambda),lambdas (gamma),lambda (lambda),lambda (gamma),"lambda (lambda, not smooth)","lambda (gamma, not smooth)","wlogs (lambda), K","wlogs (gamma), K","wlog (lambda), K","wlog (gamma), K","w2s (lambda), K","w2s (gamma), K","w2 (lambda), K","w2 (gamma), K","Tc_McM (lambda), K","Tc_McM (gamma), K","Tc_AD (lambda), K","Tc_AD (gamma), K"
448,37.89751413,0.03442430,0.03440241,0.00181670,0.00181555,3.18945312,3.18945312,4.60546875,4.60546875,0.00381081,0.00380824,266.75000000,266.75000000,1679.49829621,1678.36798597,768.31400503,768.29305646,49.30468241,49.30468241,122.90217553,122.89959835
449,37.96699110,0.09019991,0.09034575,0.00475149,0.00475917,3.19140625,3.19140625,4.60937500,4.60937500,0.00996939,0.00998514,267.75000000,267.75000000,4408.75532547,4415.72017508,769.40620521,769.38455183,49.48951721,49.48951721,123.18686615,123.18420036
450,37.98907724,0.03273885,0.03266361,0.00172359,0.00171963,3.19726562,3.19726562,4.61328125,4.61328125,0.00361665,0.00360821,270.75000000,270.75000000,1601.12717898,1597.38871051,772.26592826,772.24886453,50.04402161,50.04402161,123.94546972,123.94336599
451,38.04814797,0.10989211,0.10982261,0.00577648,0.00577282,3.19921875,3.19921875,4.61328125,4.61328125,0.01212342,0.01211530,272.00000000,272.00000000,5382.74428610,5379.14085307,773.30187581,773.28241767,50.27506510,50.27506510,124.34729257,124.34489006
452,38.21589243,0.03115638,0.03107327,0.00163055,0.00162620,3.20507812,3.20507812,4.62109375,4.62109375,0.00342412,0.00341486,275.00000000,275.00000000,1532.83259221,1528.68718359,776.77444307,776.75275238,50.94146729,50.94146729,125.50463757,125.50194768
453,38.24901349,0.05452696,0.05459223,0.00285116,0.00285457,3.20507812,3.20507812,4.62109375,4.62109375,0.00598808,0.00599502,276.25000000,276.25000000,2684.94381495,2688.05853707,777.76048241,777.73615418,51.17301941,51.17301941,125.75953458,125.75651760
454,38.26033035,0.10195673,0.10205400,0.00532963,0.00533472,3.20898438,3.20898438,4.62500000,4.62500000,0.01119388,0.01120415,277.25000000,277.25000000,5021.90322045,5026.50799570,779.48464502,779.46236859,51.30185445,51.30185445,125.98084904,125.97808777
455,38.31940661,0.02945657,0.02943719,0.00153742,0.00153641,3.21484375,3.21484375,4.62890625,4.62890625,0.00322973,0.00322748,280.50000000,280.50000000,1453.13043935,1452.12076685,782.69931330,782.68007005,52.01736450,52.01736450,127.23645188,127.23405432
456,38.53051656,0.05924167,0.05925245,0.00307505,0.00307561,3.21484375,3.21484375,4.63281250,4.63281250,0.00646461,0.00646555,281.75000000,281.75000000,2938.56835628,2938.99467927,783.62704489,783.60718017,52.24917094,52.24917094,127.48447305,127.48199805
457,38.60291973,0.05090084,0.05088171,0.00263715,0.00263616,3.21875000,3.21875000,4.63671875,4.63671875,0.00554540,0.00554311,283.75000000,282.75000000,2529.58224677,2528.53770461,785.49978602,785.48024004,52.64892578,52.46337891,128.14001658,128.03156791
