"freqs, THz","a2f (lambda), THz","a2f (gamma), THz",lambda (lambda),lambda (gamma),"wlog (lambda), K","wlog (gamma), K","w2 (lambda), K","w2 (gamma), K","Tc_McM (lambda), K","Tc_McM (gamma), K","Tc_AD (lambda), K","Tc_AD (gamma), K"
44.29690375,0.13965145,0.13965145,3.17729998,3.17729998,557.00000000,557.00000000,976.50000000,976.50000000,102.67577362,102.67577362,178.49863944,178.49863944
44.36622441,0.13926788,0.13926788,3.17773509,3.17773509,557.50000000,557.50000000,977.00000000,977.00000000,102.79222107,102.79222107,178.71345260,178.71345260
44.43554507,0.13891864,0.13891864,3.17816854,3.17816854,558.00000000,558.00000000,977.00000000,977.00000000,102.90870667,102.90870667,178.79511881,178.79511881
44.50486574,0.13865846,0.13865846,3.17860055,3.17860055,558.50000000,558.50000000,977.50000000,977.50000000,102.96980286,102.96980286,178.84688596,178.84688596
44.57418640,0.13856776,0.13856776,3.17903137,3.17903137,559.50000000,559.50000000,978.00000000,978.00000000,103.19690704,103.19690704,179.11999186,179.11999186
44.64350706,0.13875401,0.13875401,3.17946243,3.17946243,560.00000000,560.00000000,978.00000000,978.00000000,103.25802612,103.25802612,179.10463322,179.10463322
44.71282773,0.13935790,0.13935790,3.17989445,3.17989445,560.50000000,560.50000000,978.50000000,978.50000000,103.37448883,103.37448883,179.31889772,179.31889772
44.78214839,0.14059166,0.14059166,3.18032980,3.18032980,561.00000000,561.00000000,978.50000000,978.50000000,103.49102783,103.49102783,179.39939162,179.39939162
44.85146905,0.14275344,0.14275344,3.18077111,3.18077111,561.50000000,561.50000000,979.00000000,979.00000000,103.55232239,103.55232239,179.45108192,179.45108192
44.92078972,0.14623070,0.14623070,3.18122220,3.18122220,562.00000000,562.00000000,979.50000000,979.50000000,103.66908264,103.66908264,179.66622687,179.66622687
44.99011038,0.15150357,0.15150357,3.18168926,3.18168926,563.00000000,563.00000000,979.50000000,979.50000000,103.84140778,103.84140778,179.77631538,179.77631538
45.05943104,0.15912181,0.15912181,3.18217874,3.18217874,563.50000000,563.50000000,980.00000000,980.00000000,103.95872498,103.95872498,179.92593160,179.92593160
45.12875170,0.16965203,0.16965203,3.18269992,3.18269992,564.00000000,564.00000000,980.50000000,980.50000000,104.07645416,104.07645416,180.07703179,180.07703179
45.19807237,0.18359183,0.18359183,3.18326306,3.18326306,565.00000000,565.00000000,981.00000000,981.00000000,104.25015259,104.25015259,180.25841651,180.25841651
45.26739303,0.20125491,0.20125491,3.18387961,3.18387961,565.50000000,565.50000000,981.50000000,981.50000000,104.36919403,104.36919403,180.41407247,180.41407247
45.33671369,0.22264110,0.22264110,3.18456030,3.18456030,566.50000000,566.50000000,982.00000000,982.00000000,104.54454041,104.54454041,180.60090183,180.60090183
45.40603436,0.24731474,0.24731474,3.18531561,3.18531561,567.50000000,567.50000000,982.50000000,982.50000000,104.72090912,104.72090912,180.79115403,180.79115403
45.47535502,0.27432202,0.27432202,3.18615174,3.18615174,568.50000000,568.50000000,983.00000000,983.00000000,104.95378113,104.95378113,181.08070656,181.08070656
